UserId,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
287406,-207,16,598.8,4,4,4,444
287469,-326,12,7564.5599999999995,3,4,2,342
287490,-330,17,1242.36,3,4,4,344
287532,-365,102,11696.339999999998,2,2,2,222
287574,-386,1109,529066.6199999999,1,1,1,111
287595,-358,174,19808.760000000002,2,2,1,221
287637,-351,24,1257.2399999999998,2,4,4,244
287679,-234,28,2558.16,4,4,3,443
287700,-363,375,18058.29,2,1,1,211
287763,-71,2,824.4,4,4,4,444
287784,-384,254,18067.800000000003,1,1,1,111
287805,-382,55,5843.999999999998,1,3,2,132
287826,-87,40,2743.56,4,3,3,433
287847,-122,90,6374.490000000001,4,2,2,422
287868,-118,100,2431.08,4,2,3,423
287889,-386,638,50072.64,1,1,1,111
287910,-358,16,1498.56,2,4,4,244
287931,-171,25,2048.22,4,4,4,444
287952,-143,19,1737.84,4,4,4,444
288015,-108,206,8718.750000000002,4,1,2,412
288036,-120,42,1149.1200000000001,4,3,4,434
288057,-357,200,11601.96,2,1,2,212
288078,-143,23,2488.98,4,4,3,443
288099,-374,118,8517.12,1,2,2,122
288120,-273,81,6306.42,3,2,2,322
288141,-353,54,4221.0,2,3,3,233
288162,-258,161,19013.399999999998,3,2,1,321
288183,-172,11,1575.1799999999998,4,4,4,444
288225,-340,204,16163.1,2,1,1,211
288246,-351,81,7638.72,2,2,2,222
288267,-361,38,2641.08,2,3,3,233
288288,-353,123,8237.4,2,2,2,222
288330,-254,83,6040.92,3,2,2,322
288351,-170,74,4953.72,4,3,3,433
288372,-361,63,3934.7399999999993,2,3,3,233
288435,-365,374,22730.64,2,1,1,211
288456,-384,376,5932.74,1,1,2,112
288477,-189,58,2792.3699999999994,4,3,3,433
288519,-371,6,1797.12,2,4,4,244
288540,-149,45,2850.2400000000007,4,3,3,433
288561,-318,64,5170.860000000001,3,3,3,333
288582,-373,624,25228.11,1,1,1,111
288603,-387,81,10883.52,1,2,2,122
288624,-294,141,9512.669999999998,3,2,2,322
288645,-227,48,2391.7200000000003,4,3,4,434
288687,-16,2,81421701.12,4,4,1,441
288708,-294,55,7735.92,3,3,2,332
288750,-336,47,12299.699999999999,3,3,2,332
288771,-101,18,2456.04,4,4,3,443
288792,-265,148,9445.5,3,2,2,322
288813,-102,68,5828.099999999999,4,3,2,432
288834,-238,23,2237.399999999999,4,4,4,444
288855,-386,665,17675.16,1,1,1,111
288876,-3674,278,42570.84,1,1,1,111
288918,-378,228,25708.89,1,1,1,111
288939,-356,50,5470.439999999999,2,3,2,232
288960,-335,111,2330.070000000001,3,2,4,324
288981,-339,136,8685.42,2,2,2,222
289002,-171,14,2550.2399999999993,4,4,3,443
289023,-326,28,13279.440000000002,3,4,1,341
289044,-319,399,12090.810000000001,3,1,2,312
289107,-387,710,137543.28,1,1,1,111
289149,-3674,260,22418.22,1,1,1,111
289191,-325,230,21164.88,3,1,1,311
289212,-356,332,8872.38,2,1,2,212
289254,-308,41,2683.32,3,3,3,333
289317,-389,383,209634.24,1,1,1,111
289338,-286,18,1481.82,3,4,4,344
289380,-382,110,2935.9800000000005,1,2,3,123
289401,-139,32,1024.8600000000001,4,4,4,444
289422,-377,223,7345.26,1,1,2,112
289464,-380,62,20460.96,1,3,1,131
289506,-3674,13,1574.1599999999999,1,4,4,144
289527,-314,59,2475.24,3,3,3,333
289590,-385,87,2814.2400000000007,1,2,3,123
289611,-262,22,12612.0,3,4,2,342
289632,-323,26,1623.2999999999997,3,4,4,344
289758,-388,682,302642.4,1,1,1,111
289779,-273,76,5586.119999999998,3,3,2,332
289800,-80,62,4415.400000000001,4,3,3,433
289821,-323,44,2572.56,3,3,3,333
289842,-251,111,36192.119999999995,3,2,1,321
289863,-134,34,2298.72,4,3,4,434
289884,-359,267,21357.18,2,1,1,211
289905,-337,25,7022.879999999999,3,4,2,342
289926,-326,17,1625.6399999999999,3,4,4,344
289947,-3674,14,933.24,1,4,4,144
289968,-384,144,13951.619999999999,1,2,1,121
290199,-88,69,9161.039999999997,4,3,2,432
290241,-245,112,3105.7199999999993,4,2,3,423
290262,-384,187,5204.64,1,2,3,123
290283,-371,77,7688.759999999998,2,3,2,232
290304,-357,90,13740.539999999999,2,2,1,221
290346,-213,20,1571.04,4,4,4,444
290367,-332,176,3229.74,3,2,3,323
290388,-367,28,1636.8000000000002,2,4,4,244
290451,-373,143,16884.0,1,2,1,121
290472,-370,6,433.2,2,4,4,244
290493,-230,56,3120.6000000000004,4,3,3,433
290535,-364,109,6891.599999999999,2,2,2,222
290577,-178,37,2239.2,4,3,4,434
290598,-384,339,5619.42,1,1,2,112
290661,-137,2,708.0,4,4,4,444
290682,-331,402,27239.879999999997,3,1,1,311
290724,-378,37,2834.4,1,3,3,133
290745,-325,17,2471.52,3,4,3,343
290766,-365,109,7122.24,2,2,2,222
290808,-297,10,10572.0,3,4,2,342
290829,-338,200,12660.779999999999,3,1,1,311
290850,-260,181,12873.659999999998,3,2,1,321
290871,-294,157,21234.0,3,2,1,321
290913,-332,45,8891.039999999999,3,3,2,332
290934,-381,215,65845.20000000001,1,1,1,111
290976,-221,28,3233.28,4,4,3,443
291018,-332,20,1596.7800000000002,3,4,4,344
291039,-63,55,1661.4,4,3,4,434
291060,-388,148,10104.359999999997,1,2,2,122
291102,-371,272,17934.659999999996,2,1,1,211
291123,-142,38,2414.6400000000003,4,3,3,433
291165,-331,57,3944.2200000000003,3,3,3,333
291186,-315,13,1134.6,3,4,4,344
291207,-358,118,8100.659999999999,2,2,2,222
291228,-382,63,26260.439999999995,1,3,1,131
291249,-266,598,25030.44,3,1,1,311
291270,-387,224,22329.48,1,1,1,111
291291,-367,653,51360.42,2,1,1,211
291333,-270,45,3165.6,3,3,3,333
291354,-31,35,4417.68,4,3,3,433
291375,-336,201,14442.54,3,1,1,311
291396,-326,12,856.08,3,4,4,344
291417,-303,6,974.1599999999999,3,4,4,344
291438,-335,70,10518.179999999998,3,3,2,332
291480,-3674,314,25428.239999999998,1,1,1,111
291501,-386,349,138320.34000000003,1,1,1,111
291522,-387,130,9894.48,1,2,2,122
291543,-379,275,21536.879999999997,1,1,1,111
291564,-382,114,6398.94,1,2,2,122
291585,-200,55,4131.419999999999,4,3,3,433
291606,-318,31,1938.4800000000002,3,4,4,344
291627,-185,36,2772.4799999999996,4,3,3,433
291648,-270,78,4906.289999999999,3,3,3,333
291669,-297,30,3455.6400000000003,3,4,3,343
291690,-388,211,15006.719999999998,1,1,1,111
291732,-363,54,5279.039999999999,2,3,2,232
291753,-92,41,6697.92,4,3,2,432
291774,-366,52,4551.66,2,3,3,233
291795,-361,228,20913.12,2,1,1,211
291837,-339,34,2582.2800000000007,2,3,3,233
291858,-64,24,1296.6,4,4,4,444
291879,-373,34,2838.6,1,3,3,133
291900,-206,84,6012.659999999999,4,2,2,422
291921,-317,288,23035.079999999998,3,1,1,311
291984,-352,50,2646.4799999999996,2,3,3,233
292068,-310,237,18837.9,3,1,1,311
292131,-332,289,20578.5,3,1,1,311
292194,-378,65,5076.4800000000005,1,3,3,133
292257,-340,34,2146.8,2,3,4,234
292278,-340,59,9991.2,2,3,2,232
292362,-38,14,1428.72,4,4,4,444
292383,-336,39,2872.2,3,3,3,333
292404,-388,229,14984.579999999998,1,1,1,111
292425,-297,82,5624.76,3,2,2,322
292446,-366,22,1856.88,2,4,4,244
292467,-315,40,2750.04,3,3,3,333
292488,-379,52,3708.0000000000005,1,3,3,133
292509,-220,16,6581.159999999999,4,4,2,442
292530,-332,33,2674.2,3,3,3,333
292551,-294,108,9695.399999999998,3,2,2,322
292572,-95,28,2160.8999999999996,4,4,4,444
292593,-280,46,5048.039999999999,3,3,3,333
292614,-126,60,7491.360000000001,4,3,2,432
292656,-210,48,3024.0,4,3,3,433
292677,-220,18,1319.0399999999997,4,4,4,444
292698,-354,13,553.92,2,4,4,244
292719,-366,86,4571.580000000002,2,2,3,223
292740,-372,95,6782.999999999998,1,2,2,122
292761,-368,87,40731.36,2,2,1,221
292866,-310,22,4655.76,3,4,3,343
292887,-324,10,751.2,3,4,4,344
292908,-29,6,846.72,4,4,4,444
292929,-387,308,19367.64,1,1,1,111
292950,-378,68,6055.5599999999995,1,3,2,132
292971,-213,77,5527.92,4,3,2,432
292992,-172,261,25752.21,4,1,1,411
293013,-382,38,26044.800000000007,1,3,1,131
293034,-388,50,3648.36,1,3,3,133
293055,-235,62,2463.1800000000003,4,3,3,433
293076,-384,297,8397.15,1,1,2,112
293139,-310,177,4815.299999999999,3,2,3,323
293160,-368,24,1912.3200000000002,2,4,4,244
293202,-368,22,1405.56,2,4,4,244
293223,-3674,68,5395.469999999999,1,3,2,132
293307,-244,4,669.6,4,4,4,444
293349,-382,1207,72615.95999999999,1,1,1,111
293391,-371,292,22494.42,2,1,1,211
293412,-319,30,1582.5000000000002,3,4,4,344
293433,-102,22,2194.8,4,4,4,444
293454,-340,54,3307.62,2,3,3,233
293475,-358,649,20061.93,2,1,1,211
293496,-183,20,2967.5999999999995,4,4,3,443
293538,-375,30,1636.92,1,4,4,144
293559,-316,103,6796.319999999999,3,2,2,322
293580,-329,22,1665.96,3,4,4,344
293622,-350,214,15099.300000000001,2,1,1,211
293643,-360,208,21335.670000000002,2,1,1,211
293664,-363,30,7271.999999999999,2,4,2,242
293685,-385,676,56510.219999999994,1,1,1,111
293706,-372,25,2611.14,1,4,3,143
293748,-370,458,33541.5,2,1,1,211
293769,-324,79,10337.159999999998,3,3,2,332
293790,-176,31,2520.7200000000003,4,4,3,443
293811,-377,165,6992.04,1,2,2,122
293832,-359,9,554.8799999999999,2,4,4,244
293853,-347,237,28248.96,2,1,1,211
293874,-386,297,18294.54,1,1,1,111
293895,-374,168,11296.679999999998,1,2,2,122
293979,-379,404,31527.42,1,1,1,111
294000,-178,29,5225.5199999999995,4,4,3,443
294021,-344,75,16389.0,2,3,1,231
294042,-255,91,4227.299999999999,3,2,3,323
294084,-346,334,36673.5,2,1,1,211
294105,-380,161,23098.32,1,2,1,121
294126,-274,59,7921.799999999998,3,3,2,332
294189,-191,81,5599.919999999999,4,2,2,422
294252,-112,22,2729.7599999999993,4,4,3,443
294273,-279,67,3862.68,3,3,3,333
294294,-312,75,4138.2,3,3,3,333
294315,-337,38,7252.32,3,3,2,332
294399,-343,129,11619.54,2,2,2,222
294420,-373,75,5179.0199999999995,1,3,3,133
294441,-234,42,5083.019999999999,4,3,3,433
294462,-164,55,3611.640000000001,4,3,3,433
294483,-382,60,4712.16,1,3,3,133
294504,-268,30,2550.6,3,4,3,343
294567,-329,11,767.5199999999999,3,4,4,344
294609,-326,30,3878.7599999999998,3,4,3,343
294630,-371,471,18358.38,2,1,1,211
294651,-382,481,138230.07,1,1,1,111
294672,-387,278,23998.260000000002,1,1,1,111
294714,-367,174,5193.120000000001,2,2,3,223
294735,-361,126,11360.1,2,2,2,222
294756,-105,74,5112.659999999999,4,3,3,433
294777,-213,54,1184.6399999999996,4,3,4,434
294798,-311,179,12667.919999999998,3,2,1,321
294819,-356,12,1263.6,2,4,4,244
294840,-349,457,29090.550000000003,2,1,1,211
294861,-123,41,1132.5,4,3,4,434
294924,-363,403,5212.92,2,1,3,213
294945,-280,12,13748.160000000002,3,4,1,341
294966,-105,28,1295.1,4,4,4,444
294987,-381,64,10845.48,1,3,2,132
295008,-84,165,3235.3499999999995,4,2,3,423
295029,-373,942,45600.81,1,1,1,111
295050,-358,105,6051.839999999999,2,2,2,222
295071,-389,403,124120.92,1,1,1,111
295092,-370,111,1858.4399999999998,2,2,4,224
295113,-265,8,2163.0,3,4,4,344
295134,-324,12,766.7999999999998,3,4,4,344
295155,-283,20,6014.639999999999,3,4,2,342
295176,-388,2143,65807.76,1,1,1,111
295197,-366,547,49646.82,2,1,1,211
295239,-123,16,1524.96,4,4,4,444
295260,-385,389,49206.90000000001,1,1,1,111
295302,-380,206,78975.84,1,1,1,111
295344,-360,155,11110.68,2,2,2,222
295386,-123,13,1202.04,4,4,4,444
295407,-326,102,3018.3599999999997,3,2,3,323
295428,-69,47,2143.2000000000003,4,3,4,434
295491,-386,623,11512.89,1,1,2,112
295533,-357,25,1204.9199999999998,2,4,4,244
295575,-385,83,7634.52,1,2,2,122
295596,-260,90,997.05,3,2,4,324
295617,-349,80,3993.9299999999994,2,2,3,223
295638,-288,129,8543.4,3,2,2,322
295659,-265,23,3025.0199999999995,3,4,3,343
295680,-357,8,379.43999999999994,2,4,4,244
295701,-87,298,7600.259999999999,4,1,2,412
295722,-25,56,1436.4,4,3,4,434
295743,-385,343,7871.88,1,1,2,112
295785,-387,862,35541.53999999999,1,1,1,111
295827,-387,134,1569.2999999999997,1,2,4,124
295848,-379,1144,405654.51,1,1,1,111
295869,-333,26,1194.0599999999997,3,4,4,344
295890,-65,2,635.04,4,4,4,444
295932,-382,416,33196.56,1,1,1,111
295953,-377,204,3511.83,1,1,3,113
296016,-385,9880,518832.75,1,1,1,111
296058,-353,42,1221.6599999999996,2,3,4,234
296079,-373,485,24527.73,1,1,1,111
296100,-252,50,1573.1399999999999,3,3,4,334
296121,-316,67,48570.23999999999,3,3,1,331
296142,-384,151,10773.39,1,2,2,122
296184,-235,40,1753.0199999999995,4,3,4,434
296205,-150,143,10165.919999999998,4,2,2,422
296247,-338,239,21623.52,3,1,1,311
296268,-359,66,4786.8,2,3,3,233
296289,-317,18,1196.6399999999999,3,4,4,344
296310,-386,300,45602.03999999999,1,1,1,111
296331,-375,18,4955.88,1,4,3,143
296352,-367,311,23710.439999999995,2,1,1,211
296373,-386,64,12986.52,1,3,1,131
296394,-116,29,3131.4599999999996,4,4,3,443
296436,-370,136,10878.72,2,2,2,222
296457,-246,6,747.3599999999999,4,4,4,444
296541,-386,307,22306.260000000002,1,1,1,111
296604,-305,10,3543.7200000000003,3,4,3,343
296625,-379,323,21931.8,1,1,1,111
296646,-382,30,5866.799999999999,1,4,2,142
296667,-267,86,5737.079999999998,3,2,2,322
296688,-329,90,5132.34,3,2,3,323
296709,-388,101,9067.560000000001,1,2,2,122
296730,-70,123,3692.25,4,2,3,423
296772,-387,392,29176.02,1,1,1,111
296793,-260,55,4929.5999999999985,3,3,3,333
296835,-3674,259,37586.4,1,1,1,111
296898,-388,90,7935.12,1,2,2,122
296919,-343,52,3455.52,2,3,3,233
296940,-386,130,7650.959999999999,1,2,2,122
296961,-387,78,7474.560000000001,1,3,2,132
296982,-16,44,2589.7200000000007,4,3,3,433
297003,-256,13,897.2399999999999,3,4,4,344
297045,-343,21,29795.04,2,4,1,241
297066,-381,409,33939.78,1,1,1,111
297087,-311,10,4004.3999999999996,3,4,3,343
297108,-156,6,1302.24,4,4,4,444
297129,-169,56,3705.6000000000004,4,3,3,433
297150,-354,52,5469.48,2,3,2,232
297192,-314,94,4934.399999999998,3,2,3,323
297234,-150,103,11080.439999999999,4,2,2,422
297255,-123,12,984.6,4,4,4,444
297297,-370,90,3344.94,2,2,3,223
297318,-349,78,4004.7000000000007,2,3,3,233
297339,-370,2329,37543.67999999999,2,1,1,211
297381,-174,207,8814.66,4,1,2,412
297402,-216,47,2324.1299999999997,4,3,4,434
297423,-302,100,19058.879999999994,3,2,1,321
297444,-319,55,13136.220000000001,3,3,1,331
297465,-114,48,984.2399999999999,4,3,4,434
297507,-350,101,4672.2,2,2,3,223
297591,-291,113,2946.4199999999996,3,2,3,323
297633,-379,53,3514.08,1,3,3,133
297654,-356,52,1116.3,2,3,4,234
297675,-330,292,26180.940000000002,3,1,1,311
297696,-3674,54,4211.429999999999,1,3,3,133
297717,-303,79,4470.66,3,3,3,333
297738,-381,626,12926.73,1,1,1,111
297759,-349,319,5779.35,2,1,2,212
297780,-379,467,38412.03,1,1,1,111
297864,-323,47,3651.1800000000003,3,3,3,333
297885,-58,5,1554.2999999999997,4,4,4,444
297948,-359,126,16585.679999999997,2,2,1,221
297969,-387,513,37444.979999999996,1,1,1,111
298011,-388,504,37866.66,1,1,1,111
298053,-322,80,6697.08,3,2,2,322
298074,-385,1122,90968.34,1,1,1,111
298095,-188,14,8392.8,4,4,2,442
298116,-283,12,2780.52,3,4,3,343
298158,-371,77,5751.119999999999,2,3,2,232
298179,-171,4,1536.48,4,4,4,444
298221,-329,70,5944.139999999999,3,3,2,332
298284,-387,86,1321.7700000000002,1,2,4,124
298305,-373,45,3628.8,1,3,3,133
298326,-150,40,2726.28,4,3,3,433
298368,-295,19,1184.28,3,4,4,344
298389,-379,167,16578.629999999997,1,2,1,121
298410,-284,198,15354.359999999999,3,1,1,311
298431,-336,218,17996.339999999997,3,1,1,311
298452,-300,18,8898.72,3,4,2,342
298494,-359,127,7915.08,2,2,2,222
298515,-378,213,14673.239999999998,1,1,1,111
298536,-386,114,14989.830000000002,1,2,1,121
298557,-388,195,16212.54,1,1,1,111
298578,-347,23,1340.0400000000002,2,4,4,244
298599,-385,12,574.26,1,4,4,144
298620,-142,41,5165.4,4,3,3,433
298641,-347,367,27382.56,2,1,1,211
298662,-212,78,5443.319999999999,4,3,2,432
298683,-297,118,8086.379999999999,3,2,2,322
298704,-279,230,8481.81,3,1,2,312
298746,-361,133,18450.96,2,2,1,221
298767,-363,338,26863.619999999995,2,1,1,211
298809,-338,77,12321.539999999999,3,3,2,332
298851,-206,96,7380.0,4,2,2,422
298872,-347,219,15958.74,2,1,1,211
298893,-340,68,11974.92,2,3,2,232
298914,-367,311,6336.96,2,1,2,212
298935,-314,153,24804.78,3,2,1,321
298956,-309,29,3999.4799999999996,3,4,3,343
298977,-16,18,1334.7600000000002,4,4,4,444
298998,-63,15,1095.4199999999998,4,4,4,444
299019,-346,212,18750.719999999998,2,1,1,211
299040,-359,83,7282.919999999999,2,2,2,222
299061,-206,20,1771.9199999999998,4,4,4,444
299082,-155,31,2255.6400000000003,4,4,4,444
299103,-381,272,20817.3,1,1,1,111
299145,-170,209,13697.880000000001,4,1,1,411
299166,-279,146,11949.0,3,2,2,322
299187,-111,39,1081.3799999999997,4,3,4,434
299208,-71,16,2507.04,4,4,3,443
299250,-382,215,15300.66,1,1,1,111
299271,-388,154,23627.28,1,2,1,121
299376,-129,103,7842.0,4,2,2,422
299397,-325,205,25000.68,3,1,1,311
299418,-380,217,103610.88,1,1,1,111
299439,-248,10,995.0399999999998,4,4,4,444
299481,-339,99,9161.13,2,2,2,222
299502,-381,280,21345.3,1,1,1,111
299544,-235,34,2768.22,4,3,3,433
299607,-227,107,12228.36,4,2,2,422
299670,-58,56,3931.8600000000006,4,3,3,433
299691,-164,19,899.2799999999999,4,4,4,444
299712,-316,64,3544.5,3,3,3,333
299733,-338,55,4428.059999999999,3,3,3,333
299796,-291,122,8867.58,3,2,2,322
299880,-193,16,1110.8400000000001,4,4,4,444
299922,-3674,302,30019.679999999997,1,1,1,111
299964,-359,59,4551.539999999999,2,3,3,233
299985,-368,53,15483.6,2,3,1,231
300006,-366,535,36917.88,2,1,1,211
300027,-381,18,1470.3600000000001,1,4,4,144
300048,-176,31,3392.8799999999997,4,4,3,443
300069,-381,92,7398.720000000001,1,2,2,122
300090,-378,186,18019.8,1,2,1,121
300111,-388,462,31537.980000000003,1,1,1,111
300132,-382,190,37448.4,1,2,1,121
300153,-386,120,8584.859999999999,1,2,2,122
300195,-349,10,1377.36,2,4,4,244
300237,-372,120,10213.92,1,2,2,122
300258,-381,3179,417246.24,1,1,1,111
300279,-381,272,31809.059999999998,1,1,1,111
300300,-371,6,358.55999999999995,2,4,4,244
300321,-272,25,5194.08,3,4,3,343
300384,-167,32,2981.7,4,4,3,443
300405,-318,203,14965.14,3,1,1,311
300426,-338,66,17355.960000000003,3,3,1,331
300447,-301,348,24114.479999999996,3,1,1,311
300489,-381,229,19035.12,1,1,1,111
300531,-147,38,2438.6400000000003,4,3,3,433
300552,-343,164,12768.269999999999,2,2,1,221
300594,-283,16,1002.96,3,4,4,344
300615,-345,194,19722.659999999996,2,1,1,211
300657,-325,48,4218.78,3,3,3,333
300720,-183,59,3819.72,4,3,3,433
300741,-379,240,12435.84,1,1,2,112
300783,-275,71,4950.719999999998,3,3,3,333
300846,-147,16,1525.08,4,4,4,444
300867,-226,24,2585.76,4,4,3,443
300909,-372,497,39674.88,1,1,1,111
300951,-265,56,3837.72,3,3,3,333
300972,-367,51,6973.920000000001,2,3,2,232
300993,-322,30,3438.96,3,4,3,343
301014,-373,316,20675.88,1,1,1,111
301056,-373,176,13169.91,1,2,1,121
301098,-228,58,4616.9400000000005,4,3,3,433
301119,-147,28,2567.7599999999998,4,4,3,443
301140,-171,11,1035.12,4,4,4,444
301161,-344,248,17032.199999999997,2,1,1,211
301182,-368,41,5502.599999999999,2,3,2,232
301224,-3674,139,7212.0,1,2,2,122
301245,-351,11,841.9199999999998,2,4,4,244
301266,-269,116,8208.779999999999,3,2,2,322
301308,-129,34,3260.4000000000005,4,3,3,433
301329,-379,60,1090.8899999999999,1,3,4,134
301350,-115,35,2287.7999999999993,4,3,4,434
301371,-225,2,422.64,4,4,4,444
301392,-232,90,8654.460000000001,4,2,2,422
301413,-174,12,752.4000000000001,4,4,4,444
301434,-384,18,1359.7200000000003,1,4,4,144
301455,-24,22,1447.08,4,4,4,444
301476,-310,65,5751.18,3,3,2,332
301497,-346,80,1849.3799999999999,2,2,4,224
301539,-370,105,7260.27,2,2,2,222
301560,-358,231,17029.439999999995,2,1,1,211
301602,-367,75,1262.3400000000001,2,3,4,234
301644,-281,132,29450.880000000005,3,2,1,321
301707,-381,1011,74009.76000000001,1,1,1,111
301728,-70,16,1284.48,4,4,4,444
301791,-94,8,833.88,4,4,4,444
301833,-31,8,634.56,4,4,4,444
301875,-204,146,2098.86,4,2,4,424
301917,-198,22,5116.679999999999,4,4,3,443
301959,-345,90,2824.9799999999996,2,2,3,223
302001,-337,105,1561.9799999999998,3,2,4,324
302022,-363,255,5133.2699999999995,2,1,3,213
302043,-351,115,10186.439999999997,2,2,2,222
302085,-380,27,1617.24,1,4,4,144
302106,-93,14,1181.1599999999999,4,4,4,444
302127,-357,273,14177.52,2,1,1,211
302148,-379,362,25862.22,1,1,1,111
302169,-324,86,8371.919999999998,3,2,2,322
302190,-379,560,38108.19,1,1,1,111
302253,-171,10,562.9200000000001,4,4,4,444
302295,-387,677,28246.47,1,1,1,111
302316,-324,141,3866.64,3,2,3,323
302337,-387,169,21379.800000000003,1,2,1,121
302400,-240,48,4507.74,4,3,3,433
302421,-385,348,32358.3,1,1,1,111
302463,-259,39,12043.44,3,3,2,332
302484,-356,199,11938.079999999998,2,1,2,212
302526,-270,14,1165.68,3,4,4,344
302547,-282,140,17394.6,3,2,1,321
302568,-379,205,20198.339999999997,1,1,1,111
302589,-318,106,16936.320000000003,3,2,1,321
302610,-297,362,8315.13,3,1,2,312
302631,-79,28,8808.48,4,4,2,442
302652,-347,81,5983.919999999999,2,2,2,222
302673,-27,45,977.46,4,3,4,434
302694,-298,192,12344.280000000002,3,2,2,322
302715,-388,1142,47450.61,1,1,1,111
302736,-367,27,4031.039999999999,2,4,3,243
302778,-386,245,15957.960000000001,1,1,1,111
302799,-379,396,8458.38,1,1,2,112
302820,-290,56,3093.12,3,3,3,333
302841,-332,54,6743.759999999999,3,3,2,332
302862,-389,431,34204.8,1,1,1,111
302883,-171,6,2197.44,4,4,4,444
302904,-372,2,2666.88,1,4,3,143
302946,-366,440,36482.16,2,1,1,211
302967,-339,29,2604.96,2,4,3,243
302988,-382,275,9536.640000000001,1,1,2,112
303051,-87,30,3364.68,4,4,3,443
303072,-380,739,18033.21,1,1,1,111
303114,-368,23,10794.96,2,4,2,242
303156,-291,16,628.62,3,4,4,344
303177,-24,10,524.1599999999999,4,4,4,444
303198,-83,18,1095.9600000000003,4,4,4,444
303240,-381,107,19137.540000000005,1,2,1,121
303261,-389,98,13550.4,1,2,1,121
303303,-336,175,11180.939999999999,3,2,2,322
303366,-389,566,8431.170000000002,1,1,2,112
303387,-371,135,9372.119999999999,2,2,2,222
303408,-380,40,3113.1600000000003,1,3,3,133
303429,-371,497,7334.549999999999,2,1,2,212
303450,-209,76,3704.4,4,3,3,433
303471,-329,212,5279.61,3,1,2,312
303492,-379,119,2122.44,1,2,4,124
303513,-199,44,994.62,4,3,4,434
303576,-384,1873,24548.340000000004,1,1,1,111
303597,-79,7,803.76,4,4,4,444
303639,-234,69,13750.08,4,3,1,431
303660,-279,30,3395.8800000000006,3,4,3,343
303681,-241,344,16593.93,4,1,1,411
303702,-323,463,15855.99,3,1,1,311
303723,-291,12,4392.360000000001,3,4,3,343
303765,-143,254,8704.11,4,1,2,412
303786,-360,141,18598.02,2,2,1,221
303807,-372,171,4746.15,1,2,3,123
303870,-378,83,3379.14,1,2,3,123
303912,-286,538,15573.899999999998,3,1,1,311
303933,-315,14,1943.6399999999999,3,4,4,344
303954,-343,56,4403.280000000001,2,3,3,233
303975,-318,82,7611.42,3,2,2,322
303996,-132,38,1791.0000000000002,4,3,4,434
304017,-370,19,10536.0,2,4,2,242
304059,-136,35,2541.3599999999997,4,3,3,433
304080,-378,26,2315.2799999999997,1,4,4,144
304101,-225,59,5220.24,4,3,3,433
304122,-371,274,15979.56,2,1,1,211
304143,-108,18,1137.48,4,4,4,444
304164,-339,26,2541.5999999999995,2,4,3,243
304185,-351,90,1333.3199999999997,2,2,4,224
304227,-363,277,9611.399999999998,2,1,2,212
304248,-322,91,8790.119999999999,3,2,2,322
304269,-182,59,3795.18,4,3,3,433
304311,-214,33,2756.1,4,3,3,433
304353,-382,234,19384.739999999998,1,1,1,111
304374,-364,14,1158.7199999999998,2,4,4,244
304395,-339,12,1028.1599999999999,2,4,4,244
304416,-78,38,4466.28,4,3,3,433
304437,-80,58,3944.5199999999995,4,3,3,433
304458,-347,376,15921.96,2,1,1,211
304479,-363,375,6613.35,2,1,2,212
304500,-301,14,2958.48,3,4,3,343
304521,-206,20,2085.66,4,4,4,444
304542,-370,1203,19881.51,2,1,1,211
304563,-386,313,27739.079999999994,1,1,1,111
304584,-342,209,5391.78,2,1,2,212
304605,-372,1542,47228.67,1,1,1,111
304626,-372,609,16261.439999999999,1,1,1,111
304647,-366,182,10886.91,2,2,2,222
304668,-367,107,2212.98,2,2,4,224
304731,-378,131,10666.739999999998,1,2,2,122
304752,-202,45,2251.4999999999995,4,3,4,434
304773,-289,23,3769.8300000000004,3,4,3,343
304794,-328,143,8403.84,3,2,2,322
304815,-372,197,16718.85,1,1,1,111
304857,-356,36,2739.72,2,3,3,233
304878,-325,29,1248.4499999999998,3,4,4,344
304920,-388,8,2244.72,1,4,4,144
304962,-365,34,8087.28,2,3,2,232
304983,-281,24,2004.42,3,4,4,344
305004,-358,391,15097.89,2,1,1,211
305025,-370,563,34178.94,2,1,1,211
305067,-387,1878,68166.06,1,1,1,111
305088,-352,35,2985.06,2,3,3,233
305109,-329,445,4933.71,3,1,3,313
305130,-364,421,23843.43,2,1,1,211
305172,-153,121,7384.74,4,2,2,422
305193,-365,122,16087.739999999998,2,2,1,221
305214,-387,990,34969.29,1,1,1,111
305235,-329,640,23084.73,3,1,1,311
305256,-130,37,1407.4199999999998,4,3,4,434
305277,-332,20,2946.2400000000002,3,4,3,343
305298,-325,37,3178.3199999999997,3,3,3,333
305319,-374,64,4461.6,1,3,3,133
305340,-380,149,8209.14,1,2,2,122
305361,-331,214,11847.18,3,1,2,312
305382,-204,10,855.84,4,4,4,444
305403,-361,139,29863.020000000004,2,2,1,221
305424,-365,222,16522.38,2,1,1,211
305466,-384,784,21041.489999999998,1,1,1,111
305487,-386,700,31604.25,1,1,1,111
305508,-239,8,5406.719999999999,4,4,2,442
305529,-78,108,2307.119999999999,4,2,4,424
305550,-379,94,6273.299999999999,1,2,2,122
305571,-371,20,1545.6599999999999,2,4,4,244
305592,-238,111,1342.0499999999997,4,2,4,424
